1.43e+12	5.06e+09
1.43e+12	1.01e+10
1.43e+12	1.52e+10
1.43e+12	2.02e+10
1.43e+12	2.53e+10
1.43e+12	3.04e+10
1.43e+12	3.54e+10
1.43e+12	4.05e+10
1.43e+12	4.55e+10
1.43e+12	5.06e+10
1.43e+12	5.57e+10
1.43e+12	6.07e+10
1.43e+12	6.58e+10
1.43e+12	7.08e+10
1.43e+12	7.59e+10
1.43e+12	8.09e+10
1.43e+12	8.60e+10
1.43e+12	9.10e+10
1.43e+12	9.61e+10
1.43e+12	1.01e+11
1.43e+12	1.06e+11
1.43e+12	1.11e+11
1.43e+12	1.16e+11
1.43e+12	1.21e+11
1.43e+12	1.26e+11
1.43e+12	1.31e+11
1.43e+12	1.36e+11
1.43e+12	1.41e+11
1.43e+12	1.47e+11
1.43e+12	1.52e+11
1.42e+12	1.57e+11
1.42e+12	1.62e+11
1.42e+12	1.67e+11
1.42e+12	1.72e+11
1.42e+12	1.77e+11
1.42e+12	1.82e+11
1.42e+12	1.87e+11
1.42e+12	1.92e+11
1.42e+12	1.97e+11
1.42e+12	2.02e+11
1.42e+12	2.07e+11
1.42e+12	2.12e+11
1.42e+12	2.17e+11
1.42e+12	2.22e+11
1.42e+12	2.27e+11
1.41e+12	2.32e+11
1.41e+12	2.37e+11
1.41e+12	2.42e+11
1.41e+12	2.47e+11
1.41e+12	2.52e+11
1.41e+12	2.57e+11
1.41e+12	2.62e+11
1.41e+12	2.67e+11
1.41e+12	2.72e+11
1.41e+12	2.77e+11
1.41e+12	2.82e+11
1.40e+12	2.87e+11
1.40e+12	2.92e+11
1.40e+12	2.96e+11
1.40e+12	3.01e+11
1.40e+12	3.06e+11
1.40e+12	3.11e+11
1.40e+12	3.16e+11
1.40e+12	3.21e+11
1.40e+12	3.26e+11
1.39e+12	3.31e+11
1.39e+12	3.36e+11
1.39e+12	3.41e+11
1.39e+12	3.46e+11
1.39e+12	3.51e+11
1.39e+12	3.56e+11
1.39e+12	3.61e+11
1.39e+12	3.65e+11
1.38e+12	3.70e+11
1.38e+12	3.75e+11
1.38e+12	3.80e+11
1.38e+12	3.85e+11
1.38e+12	3.90e+11
1.38e+12	3.95e+11
1.38e+12	4.00e+11
1.37e+12	4.04e+11
1.37e+12	4.09e+11
1.37e+12	4.14e+11
1.37e+12	4.19e+11
1.37e+12	4.24e+11
1.37e+12	4.29e+11
1.37e+12	4.33e+11
1.36e+12	4.38e+11
1.36e+12	4.43e+11
1.36e+12	4.48e+11
1.36e+12	4.53e+11
1.36e+12	4.58e+11
1.36e+12	4.62e+11
1.35e+12	4.67e+11
1.35e+12	4.72e+11
1.35e+12	4.77e+11
1.35e+12	4.81e+11
1.35e+12	4.86e+11
1.35e+12	4.91e+11
1.34e+12	4.96e+11
1.34e+12	5.00e+11
1.34e+12	5.05e+11
1.34e+12	5.10e+11
1.34e+12	5.15e+11
1.34e+12	5.19e+11
1.33e+12	5.24e+11
1.33e+12	5.29e+11
1.33e+12	5.34e+11
1.33e+12	5.38e+11
1.33e+12	5.43e+11
1.32e+12	5.48e+11
1.32e+12	5.52e+11
1.32e+12	5.57e+11
1.32e+12	5.62e+11
1.32e+12	5.66e+11
1.31e+12	5.71e+11
1.31e+12	5.76e+11
1.31e+12	5.80e+11
1.31e+12	5.85e+11
1.31e+12	5.89e+11
1.30e+12	5.94e+11
1.30e+12	5.99e+11
1.30e+12	6.03e+11
1.30e+12	6.08e+11
1.30e+12	6.12e+11
1.29e+12	6.17e+11
1.29e+12	6.22e+11
1.29e+12	6.26e+11
1.29e+12	6.31e+11
1.28e+12	6.35e+11
1.28e+12	6.40e+11
1.28e+12	6.44e+11
1.28e+12	6.49e+11
1.28e+12	6.53e+11
1.27e+12	6.58e+11
1.27e+12	6.62e+11
1.27e+12	6.67e+11
1.27e+12	6.71e+11
1.26e+12	6.76e+11
1.26e+12	6.80e+11
1.26e+12	6.85e+11
1.26e+12	6.89e+11
1.25e+12	6.93e+11
1.25e+12	6.98e+11
1.25e+12	7.02e+11
1.25e+12	7.07e+11
1.24e+12	7.11e+11
1.24e+12	7.16e+11
1.24e+12	7.20e+11
1.24e+12	7.24e+11
1.23e+12	7.29e+11
1.23e+12	7.33e+11
1.23e+12	7.37e+11
1.23e+12	7.42e+11
1.22e+12	7.46e+11
1.22e+12	7.50e+11
1.22e+12	7.55e+11
1.22e+12	7.59e+11
1.21e+12	7.63e+11
1.21e+12	7.67e+11
1.21e+12	7.72e+11
1.20e+12	7.76e+11
1.20e+12	7.80e+11
1.20e+12	7.85e+11
1.20e+12	7.89e+11
1.19e+12	7.93e+11
1.19e+12	7.97e+11
1.19e+12	8.01e+11
1.18e+12	8.06e+11
1.18e+12	8.10e+11
1.18e+12	8.14e+11
1.18e+12	8.18e+11
1.17e+12	8.22e+11
1.17e+12	8.26e+11
1.17e+12	8.31e+11
1.16e+12	8.35e+11
1.16e+12	8.39e+11
1.16e+12	8.43e+11
1.16e+12	8.47e+11
1.15e+12	8.51e+11
1.15e+12	8.55e+11
1.15e+12	8.59e+11
1.14e+12	8.63e+11
1.14e+12	8.67e+11
1.14e+12	8.71e+11
1.13e+12	8.75e+11
1.13e+12	8.79e+11
1.13e+12	8.83e+11
1.12e+12	8.87e+11
1.12e+12	8.91e+11
1.12e+12	8.95e+11
1.12e+12	8.99e+11
1.11e+12	9.03e+11
1.11e+12	9.07e+11
1.11e+12	9.11e+11
1.10e+12	9.15e+11
1.10e+12	9.19e+11
1.10e+12	9.23e+11
1.09e+12	9.26e+11
1.09e+12	9.30e+11
